"method","true_group","tau_true","iteration","estimate"
"L0 (L=0.5)","Group B (tau=4)",4,384,4.04663087305082
"Pooled","Group B (tau=4)",4,384,2.59003253862999
"DP Bayes","Group A (tau=2)",2,385,2.02957242723919
"Flexible","Group A (tau=2)",2,385,2.04102064088883
"L0 (L=0.5)","Group A (tau=2)",2,385,2.03997051100783
"Pooled","Group A (tau=2)",2,385,2.62790858694678
"DP Bayes","Group B (tau=4)",4,385,4.02997390094101
"Flexible","Group B (tau=4)",4,385,4.02582600463204
"L0 (L=0.5)","Group B (tau=4)",4,385,4.03481328627992
"Pooled","Group B (tau=4)",4,385,2.62790858694678
"DP Bayes","Group A (tau=2)",2,386,1.99766873784657
"Flexible","Group A (tau=2)",2,386,1.99353550197887
"L0 (L=0.5)","Group A (tau=2)",2,386,1.99837625009915
"Pooled","Group A (tau=2)",2,386,2.62175686581578
"DP Bayes","Group B (tau=4)",4,386,4.07007950874651
"Flexible","Group B (tau=4)",4,386,4.11064905774306
"L0 (L=0.5)","Group B (tau=4)",4,386,4.07631163582128
"Pooled","Group B (tau=4)",4,386,2.62175686581578
"DP Bayes","Group A (tau=2)",2,387,1.94379455018081
"Flexible","Group A (tau=2)",2,387,1.95246238389031
"L0 (L=0.5)","Group A (tau=2)",2,387,1.94642559218107
"Pooled","Group A (tau=2)",2,387,2.55475390026803
"DP Bayes","Group B (tau=4)",4,387,3.97279061365362
"Flexible","Group B (tau=4)",4,387,3.98218756613642
"L0 (L=0.5)","Group B (tau=4)",4,387,3.97418661913762
"Pooled","Group B (tau=4)",4,387,2.55475390026803
"DP Bayes","Group A (tau=2)",2,388,1.94980335506489
"Flexible","Group A (tau=2)",2,388,1.95070062874177
"L0 (L=0.5)","Group A (tau=2)",2,388,1.95638538916054
"Pooled","Group A (tau=2)",2,388,2.57042649901755
"DP Bayes","Group B (tau=4)",4,388,4.00570385440619
"Flexible","Group B (tau=4)",4,388,4.015533960203
"L0 (L=0.5)","Group B (tau=4)",4,388,4.00318908868392
"Pooled","Group B (tau=4)",4,388,2.57042649901755
"DP Bayes","Group A (tau=2)",2,389,1.95934771166987
"Flexible","Group A (tau=2)",2,389,1.9608423571749
"L0 (L=0.5)","Group A (tau=2)",2,389,1.95571246476136
"Pooled","Group A (tau=2)",2,389,2.56389945363933
"DP Bayes","Group B (tau=4)",4,389,3.98403815291069
"Flexible","Group B (tau=4)",4,389,3.95087817130885
"L0 (L=0.5)","Group B (tau=4)",4,389,3.98300242768791
"Pooled","Group B (tau=4)",4,389,2.56389945363933
"DP Bayes","Group A (tau=2)",2,390,1.99404028831579
"Flexible","Group A (tau=2)",2,390,2.00779816980726
"L0 (L=0.5)","Group A (tau=2)",2,390,1.99175780876181
"Pooled","Group A (tau=2)",2,390,2.61423371334535
"DP Bayes","Group B (tau=4)",4,390,4.06743447582355
"Flexible","Group B (tau=4)",4,390,4.05401039481689
"L0 (L=0.5)","Group B (tau=4)",4,390,4.06667749070695
"Pooled","Group B (tau=4)",4,390,2.61423371334535
"DP Bayes","Group A (tau=2)",2,391,1.99796611200012
"Flexible","Group A (tau=2)",2,391,1.98395518338656
"L0 (L=0.5)","Group A (tau=2)",2,391,1.9983640639261
"Pooled","Group A (tau=2)",2,391,2.61538319003293
"DP Bayes","Group B (tau=4)",4,391,4.05181652133478
"Flexible","Group B (tau=4)",4,391,4.0626590752823
"L0 (L=0.5)","Group B (tau=4)",4,391,4.05509448428223
"Pooled","Group B (tau=4)",4,391,2.61538319003293
"DP Bayes","Group A (tau=2)",2,392,2.01271216022473
"Flexible","Group A (tau=2)",2,392,2.02502399524881
"L0 (L=0.5)","Group A (tau=2)",2,392,2.01154988500197
"Pooled","Group A (tau=2)",2,392,2.61645991858228
"DP Bayes","Group B (tau=4)",4,392,4.02523160116243
"Flexible","Group B (tau=4)",4,392,4.05233075004352
"L0 (L=0.5)","Group B (tau=4)",4,392,4.02791666360299
"Pooled","Group B (tau=4)",4,392,2.61645991858228
"DP Bayes","Group A (tau=2)",2,393,1.99007759655797
"Flexible","Group A (tau=2)",2,393,1.9808673813076
"L0 (L=0.5)","Group A (tau=2)",2,393,1.9898479817045
"Pooled","Group A (tau=2)",2,393,2.59274018886455
"DP Bayes","Group B (tau=4)",4,393,4.00473735026577
"Flexible","Group B (tau=4)",4,393,3.97701620197872
"L0 (L=0.5)","Group B (tau=4)",4,393,3.99948867223798
"Pooled","Group B (tau=4)",4,393,2.59274018886455
"DP Bayes","Group A (tau=2)",2,394,1.97394827126456
"Flexible","Group A (tau=2)",2,394,2.00261252290723
"L0 (L=0.5)","Group A (tau=2)",2,394,1.97240252987667
"Pooled","Group A (tau=2)",2,394,2.58251314052612
"DP Bayes","Group B (tau=4)",4,394,4.00535939426444
"Flexible","Group B (tau=4)",4,394,4.05965735753365
"L0 (L=0.5)","Group B (tau=4)",4,394,4.0061045653748
"Pooled","Group B (tau=4)",4,394,2.58251314052612
"DP Bayes","Group A (tau=2)",2,395,1.98113672747327
"Flexible","Group A (tau=2)",2,395,1.9912522373998
"L0 (L=0.5)","Group A (tau=2)",2,395,1.9784511693803
"Pooled","Group A (tau=2)",2,395,2.56593459431008
"DP Bayes","Group B (tau=4)",4,395,3.94295583996947
"Flexible","Group B (tau=4)",4,395,3.94126425353623
"L0 (L=0.5)","Group B (tau=4)",4,395,3.93672925247955
"Pooled","Group B (tau=4)",4,395,2.56593459431008
"DP Bayes","Group A (tau=2)",2,396,2.05793409684045
"Flexible","Group A (tau=2)",2,396,2.0656309120889
"L0 (L=0.5)","Group A (tau=2)",2,396,2.06009010706943
"Pooled","Group A (tau=2)",2,396,2.67761701132762
"DP Bayes","Group B (tau=4)",4,396,4.11101620183121
"Flexible","Group B (tau=4)",4,396,4.12904196142727
"L0 (L=0.5)","Group B (tau=4)",4,396,4.11851312126337
"Pooled","Group B (tau=4)",4,396,2.67761701132762
"DP Bayes","Group A (tau=2)",2,397,2.0645010016372
"Flexible","Group A (tau=2)",2,397,2.06420709222198
"L0 (L=0.5)","Group A (tau=2)",2,397,2.06234465292457
"Pooled","Group A (tau=2)",2,397,2.63196802576007
"DP Bayes","Group B (tau=4)",4,397,3.96678471880623
"Flexible","Group B (tau=4)",4,397,3.91419874275875
"L0 (L=0.5)","Group B (tau=4)",4,397,3.96108922904287
"Pooled","Group B (tau=4)",4,397,2.63196802576007
"DP Bayes","Group A (tau=2)",2,398,2.04667356901536
"Flexible","Group A (tau=2)",2,398,2.02775213527489
"L0 (L=0.5)","Group A (tau=2)",2,398,2.04798799136303
"Pooled","Group A (tau=2)",2,398,2.62843851583008
"DP Bayes","Group B (tau=4)",4,398,3.97922621775472
"Flexible","Group B (tau=4)",4,398,3.99271118214063
"L0 (L=0.5)","Group B (tau=4)",4,398,3.9828230729199
"Pooled","Group B (tau=4)",4,398,2.62843851583008
"DP Bayes","Group A (tau=2)",2,399,2.02085797937266
"Flexible","Group A (tau=2)",2,399,2.03693687511748
"L0 (L=0.5)","Group A (tau=2)",2,399,2.0158849341535
"Pooled","Group A (tau=2)",2,399,2.60195331457026
"DP Bayes","Group B (tau=4)",4,399,3.96547851074737
"Flexible","Group B (tau=4)",4,399,4.00389254301512
"L0 (L=0.5)","Group B (tau=4)",4,399,3.96944620220935
"Pooled","Group B (tau=4)",4,399,2.60195331457026
"DP Bayes","Group A (tau=2)",2,400,2.03993322132351
"Flexible","Group A (tau=2)",2,400,2.02592216570419
"L0 (L=0.5)","Group A (tau=2)",2,400,2.03697751675252
"Pooled","Group A (tau=2)",2,400,2.62670801046591
"DP Bayes","Group B (tau=4)",4,400,3.99300878794982
"Flexible","Group B (tau=4)",4,400,3.96497097676263
"L0 (L=0.5)","Group B (tau=4)",4,400,4.00274582913053
"Pooled","Group B (tau=4)",4,400,2.62670801046591
"DP Bayes","Group A (tau=2)",2,401,2.00956661800367
"Flexible","Group A (tau=2)",2,401,1.99836458869885
"L0 (L=0.5)","Group A (tau=2)",2,401,2.00464004900255
"Pooled","Group A (tau=2)",2,401,2.60146657452262
"DP Bayes","Group B (tau=4)",4,401,3.99561453822107
"Flexible","Group B (tau=4)",4,401,3.96575485010751
"L0 (L=0.5)","Group B (tau=4)",4,401,3.99406180073609
"Pooled","Group B (tau=4)",4,401,2.60146657452262
"DP Bayes","Group A (tau=2)",2,402,1.96460021222194
"Flexible","Group A (tau=2)",2,402,1.97371840977174
"L0 (L=0.5)","Group A (tau=2)",2,402,1.95963772071534
"Pooled","Group A (tau=2)",2,402,2.56015760453158
"DP Bayes","Group B (tau=4)",4,402,3.96012170445414
"Flexible","Group B (tau=4)",4,402,3.90944824399672
"L0 (L=0.5)","Group B (tau=4)",4,402,3.96137066676945
"Pooled","Group B (tau=4)",4,402,2.56015760453158
"DP Bayes","Group A (tau=2)",2,403,2.11094957989617
"Flexible","Group A (tau=2)",2,403,2.12869718201347
"L0 (L=0.5)","Group A (tau=2)",2,403,2.1112609367809
"Pooled","Group A (tau=2)",2,403,2.67204682299593
"DP Bayes","Group B (tau=4)",4,403,3.97489912240751
"Flexible","Group B (tau=4)",4,403,3.98574821942339
"L0 (L=0.5)","Group B (tau=4)",4,403,3.98054722416434
"Pooled","Group B (tau=4)",4,403,2.67204682299593
"DP Bayes","Group A (tau=2)",2,404,1.99063736869586
"Flexible","Group A (tau=2)",2,404,1.98196077101429
"L0 (L=0.5)","Group A (tau=2)",2,404,1.98355051558669
"Pooled","Group A (tau=2)",2,404,2.59790317776494
"DP Bayes","Group B (tau=4)",4,404,4.02793555188702
"Flexible","Group B (tau=4)",4,404,4.02671948489184
"L0 (L=0.5)","Group B (tau=4)",4,404,4.03139272284749
"Pooled","Group B (tau=4)",4,404,2.59790317776494
"DP Bayes","Group A (tau=2)",2,405,1.99790334254608
"Flexible","Group A (tau=2)",2,405,1.99497729031915
"L0 (L=0.5)","Group A (tau=2)",2,405,2.00364406869213
"Pooled","Group A (tau=2)",2,405,2.61611079527709
"DP Bayes","Group B (tau=4)",4,405,4.040600685942
"Flexible","Group B (tau=4)",4,405,4.06105994066635
"L0 (L=0.5)","Group B (tau=4)",4,405,4.04519982397532
"Pooled","Group B (tau=4)",4,405,2.61611079527709
"DP Bayes","Group A (tau=2)",2,406,2.02774392272113
"Flexible","Group A (tau=2)",2,406,2.01945416436805
"L0 (L=0.5)","Group A (tau=2)",2,406,2.02921986965776
"Pooled","Group A (tau=2)",2,406,2.60009184217575
"DP Bayes","Group B (tau=4)",4,406,3.92754207959284
"Flexible","Group B (tau=4)",4,406,3.94029662644288
"L0 (L=0.5)","Group B (tau=4)",4,406,3.93212644471773
"Pooled","Group B (tau=4)",4,406,2.60009184217575
"DP Bayes","Group A (tau=2)",2,407,2.03811618219817
"Flexible","Group A (tau=2)",2,407,2.01744423990681
"L0 (L=0.5)","Group A (tau=2)",2,407,2.03142892303278
"Pooled","Group A (tau=2)",2,407,2.64305248298196
"DP Bayes","Group B (tau=4)",4,407,4.07073369855375
"Flexible","Group B (tau=4)",4,407,4.01126675769257
"L0 (L=0.5)","Group B (tau=4)",4,407,4.07017412286335
"Pooled","Group B (tau=4)",4,407,2.64305248298196
"DP Bayes","Group A (tau=2)",2,408,2.01988106289775
"Flexible","Group A (tau=2)",2,408,2.03063863829105
"L0 (L=0.5)","Group A (tau=2)",2,408,2.02175808220203
"Pooled","Group A (tau=2)",2,408,2.6349058526016
"DP Bayes","Group B (tau=4)",4,408,4.06408897755802
"Flexible","Group B (tau=4)",4,408,4.04213638862096
"L0 (L=0.5)","Group B (tau=4)",4,408,4.06558398353393
"Pooled","Group B (tau=4)",4,408,2.6349058526016
"DP Bayes","Group A (tau=2)",2,409,1.96384406299261
"Flexible","Group A (tau=2)",2,409,1.95681631215475
"L0 (L=0.5)","Group A (tau=2)",2,409,1.96215137759645
"Pooled","Group A (tau=2)",2,409,2.55454154361495
"DP Bayes","Group B (tau=4)",4,409,3.92884231631871
"Flexible","Group B (tau=4)",4,409,3.9324268921482
"L0 (L=0.5)","Group B (tau=4)",4,409,3.93678526432482
"Pooled","Group B (tau=4)",4,409,2.55454154361495
"DP Bayes","Group A (tau=2)",2,410,2.02223633567086
"Flexible","Group A (tau=2)",2,410,2.03314042185807
"L0 (L=0.5)","Group A (tau=2)",2,410,2.02240135104053
"Pooled","Group A (tau=2)",2,410,2.61366214929917
"DP Bayes","Group B (tau=4)",4,410,3.99319611581363
"Flexible","Group B (tau=4)",4,410,3.99189195921608
"L0 (L=0.5)","Group B (tau=4)",4,410,3.99327067856932
"Pooled","Group B (tau=4)",4,410,2.61366214929917
"DP Bayes","Group A (tau=2)",2,411,2.01908637369925
"Flexible","Group A (tau=2)",2,411,2.0156937168174
"L0 (L=0.5)","Group A (tau=2)",2,411,2.02433818922736
"Pooled","Group A (tau=2)",2,411,2.60922169393393
"DP Bayes","Group B (tau=4)",4,411,3.98711246330171
"Flexible","Group B (tau=4)",4,411,3.97103725625471
"L0 (L=0.5)","Group B (tau=4)",4,411,3.99330849973033
"Pooled","Group B (tau=4)",4,411,2.60922169393393
"DP Bayes","Group A (tau=2)",2,412,2.02189817716058
"Flexible","Group A (tau=2)",2,412,2.02432318107635
"L0 (L=0.5)","Group A (tau=2)",2,412,2.02697745681117
"Pooled","Group A (tau=2)",2,412,2.6171245927093
"DP Bayes","Group B (tau=4)",4,412,3.99221962392367
"Flexible","Group B (tau=4)",4,412,3.97264955687518
"L0 (L=0.5)","Group B (tau=4)",4,412,3.99413457647164
"Pooled","Group B (tau=4)",4,412,2.6171245927093
"DP Bayes","Group A (tau=2)",2,413,2.05989304991654
"Flexible","Group A (tau=2)",2,413,2.05164007528591
"L0 (L=0.5)","Group A (tau=2)",2,413,2.05408883264248
"Pooled","Group A (tau=2)",2,413,2.63738463753001
"DP Bayes","Group B (tau=4)",4,413,3.9958569036472
"Flexible","Group B (tau=4)",4,413,3.9732462254283
"L0 (L=0.5)","Group B (tau=4)",4,413,3.99840818226761
"Pooled","Group B (tau=4)",4,413,2.63738463753001
"DP Bayes","Group A (tau=2)",2,414,2.00125213156284
"Flexible","Group A (tau=2)",2,414,1.99594960988316
"L0 (L=0.5)","Group A (tau=2)",2,414,2.00482229221653
"Pooled","Group A (tau=2)",2,414,2.61039562026913
"DP Bayes","Group B (tau=4)",4,414,4.02458235019663
"Flexible","Group B (tau=4)",4,414,4.00602398123211
"L0 (L=0.5)","Group B (tau=4)",4,414,4.02340005239185
"Pooled","Group B (tau=4)",4,414,2.61039562026913
"DP Bayes","Group A (tau=2)",2,415,1.97114651120447
"Flexible","Group A (tau=2)",2,415,1.98032374294414
"L0 (L=0.5)","Group A (tau=2)",2,415,1.9745200473292
"Pooled","Group A (tau=2)",2,415,2.58157459872784
"DP Bayes","Group B (tau=4)",4,415,4.00220581624126
"Flexible","Group B (tau=4)",4,415,4.06196191280963
"L0 (L=0.5)","Group B (tau=4)",4,415,3.99803521865802
"Pooled","Group B (tau=4)",4,415,2.58157459872784
"DP Bayes","Group A (tau=2)",2,416,1.94413627926351
"Flexible","Group A (tau=2)",2,416,1.95510419439585
"L0 (L=0.5)","Group A (tau=2)",2,416,1.96477279803933
"Pooled","Group A (tau=2)",2,416,2.54571978793088
"DP Bayes","Group B (tau=4)",4,416,3.94612207221226
"Flexible","Group B (tau=4)",4,416,3.93671476597806
"L0 (L=0.5)","Group B (tau=4)",4,416,3.95758521964152
"Pooled","Group B (tau=4)",4,416,2.54571978793088
"DP Bayes","Group A (tau=2)",2,417,1.96466206788553
"Flexible","Group A (tau=2)",2,417,1.95668129911971
"L0 (L=0.5)","Group A (tau=2)",2,417,1.96788086588425
"Pooled","Group A (tau=2)",2,417,2.56930387438173
"DP Bayes","Group B (tau=4)",4,417,3.9658857378251
"Flexible","Group B (tau=4)",4,417,3.98540631283705
"L0 (L=0.5)","Group B (tau=4)",4,417,3.97262422754255
"Pooled","Group B (tau=4)",4,417,2.56930387438173
"DP Bayes","Group A (tau=2)",2,418,2.01446188902689
"Flexible","Group A (tau=2)",2,418,2.0111982102587
"L0 (L=0.5)","Group A (tau=2)",2,418,2.00865226651631
"Pooled","Group A (tau=2)",2,418,2.59168956324149
"DP Bayes","Group B (tau=4)",4,418,3.95564373365966
"Flexible","Group B (tau=4)",4,418,3.97066671552816
"L0 (L=0.5)","Group B (tau=4)",4,418,3.95210992226692
"Pooled","Group B (tau=4)",4,418,2.59168956324149
"DP Bayes","Group A (tau=2)",2,419,2.0371619963676
"Flexible","Group A (tau=2)",2,419,2.02742954257178
"L0 (L=0.5)","Group A (tau=2)",2,419,2.04170466750443
"Pooled","Group A (tau=2)",2,419,2.59703718202556
"DP Bayes","Group B (tau=4)",4,419,3.89102464795684
"Flexible","Group B (tau=4)",4,419,3.8699162966445
"L0 (L=0.5)","Group B (tau=4)",4,419,3.89281304924155
"Pooled","Group B (tau=4)",4,419,2.59703718202556
"DP Bayes","Group A (tau=2)",2,420,2.02525003420173
"Flexible","Group A (tau=2)",2,420,2.03479722219764
"L0 (L=0.5)","Group A (tau=2)",2,420,2.02078107928495
"Pooled","Group A (tau=2)",2,420,2.63259868338837
"DP Bayes","Group B (tau=4)",4,420,4.06377799615913
"Flexible","Group B (tau=4)",4,420,4.03909030434784
"L0 (L=0.5)","Group B (tau=4)",4,420,4.06017309296304
"Pooled","Group B (tau=4)",4,420,2.63259868338837
"DP Bayes","Group A (tau=2)",2,421,1.99350267624061
"Flexible","Group A (tau=2)",2,421,1.98523565294368
"L0 (L=0.5)","Group A (tau=2)",2,421,2.00026915050485
"Pooled","Group A (tau=2)",2,421,2.57321451246145
"DP Bayes","Group B (tau=4)",4,421,3.91147047943559
"Flexible","Group B (tau=4)",4,421,3.87818728710983
"L0 (L=0.5)","Group B (tau=4)",4,421,3.91008702369351
"Pooled","Group B (tau=4)",4,421,2.57321451246145
"DP Bayes","Group A (tau=2)",2,422,1.96557304976587
"Flexible","Group A (tau=2)",2,422,1.95364721150282
"L0 (L=0.5)","Group A (tau=2)",2,422,1.96401961991924
"Pooled","Group A (tau=2)",2,422,2.56479677007261
"DP Bayes","Group B (tau=4)",4,422,3.96811637818297
"Flexible","Group B (tau=4)",4,422,3.97375997019303
"L0 (L=0.5)","Group B (tau=4)",4,422,3.96661012043046
"Pooled","Group B (tau=4)",4,422,2.56479677007261
"DP Bayes","Group A (tau=2)",2,423,2.020685551549
"Flexible","Group A (tau=2)",2,423,2.0151161940979
"L0 (L=0.5)","Group A (tau=2)",2,423,2.02202661932819
"Pooled","Group A (tau=2)",2,423,2.61890605691994
"DP Bayes","Group B (tau=4)",4,423,4.00524053457808
"Flexible","Group B (tau=4)",4,423,4.03970058993531
"L0 (L=0.5)","Group B (tau=4)",4,423,4.01162474463401
"Pooled","Group B (tau=4)",4,423,2.61890605691994
"DP Bayes","Group A (tau=2)",2,424,2.0037498667711
"Flexible","Group A (tau=2)",2,424,2.00765955035519
"L0 (L=0.5)","Group A (tau=2)",2,424,2.00496016959292
"Pooled","Group A (tau=2)",2,424,2.57525161715739
"DP Bayes","Group B (tau=4)",4,424,3.89721635224088
"Flexible","Group B (tau=4)",4,424,3.86614226636733
"L0 (L=0.5)","Group B (tau=4)",4,424,3.90593166147449
"Pooled","Group B (tau=4)",4,424,2.57525161715739
"DP Bayes","Group A (tau=2)",2,425,2.04600253578365
"Flexible","Group A (tau=2)",2,425,2.03215753649611
"L0 (L=0.5)","Group A (tau=2)",2,425,2.04754381155612
"Pooled","Group A (tau=2)",2,425,2.64567823902859
"DP Bayes","Group B (tau=4)",4,425,4.04198676556672
"Flexible","Group B (tau=4)",4,425,4.02367053432064
"L0 (L=0.5)","Group B (tau=4)",4,425,4.04132523646436
"Pooled","Group B (tau=4)",4,425,2.64567823902859
"DP Bayes","Group A (tau=2)",2,426,1.92806518732104
"Flexible","Group A (tau=2)",2,426,1.90530125000965
"L0 (L=0.5)","Group A (tau=2)",2,426,1.92881312115016
"Pooled","Group A (tau=2)",2,426,2.5362717924441
"DP Bayes","Group B (tau=4)",4,426,3.94619602276949
"Flexible","Group B (tau=4)",4,426,3.95088443151938
"L0 (L=0.5)","Group B (tau=4)",4,426,3.95367535879666
"Pooled","Group B (tau=4)",4,426,2.5362717924441
"DP Bayes","Group A (tau=2)",2,427,2.05911575221005
"Flexible","Group A (tau=2)",2,427,2.04845201167656
"L0 (L=0.5)","Group A (tau=2)",2,427,2.05906822404452
"Pooled","Group A (tau=2)",2,427,2.66494470543028
"DP Bayes","Group B (tau=4)",4,427,4.08171732654505
"Flexible","Group B (tau=4)",4,427,4.05263526920048
"L0 (L=0.5)","Group B (tau=4)",4,427,4.07865649533039
"Pooled","Group B (tau=4)",4,427,2.66494470543028
"DP Bayes","Group A (tau=2)",2,428,1.98639475661036
"Flexible","Group A (tau=2)",2,428,1.98966519955392
"L0 (L=0.5)","Group A (tau=2)",2,428,1.9858190268031
"Pooled","Group A (tau=2)",2,428,2.60613129196464
"DP Bayes","Group B (tau=4)",4,428,4.0536481511304
"Flexible","Group B (tau=4)",4,428,4.05950908592312
"L0 (L=0.5)","Group B (tau=4)",4,428,4.05352657734158
"Pooled","Group B (tau=4)",4,428,2.60613129196464
"DP Bayes","Group A (tau=2)",2,429,2.04912091356949
"Flexible","Group A (tau=2)",2,429,2.06470519202938
"L0 (L=0.5)","Group A (tau=2)",2,429,2.04896194525945
"Pooled","Group A (tau=2)",2,429,2.65934631454489
"DP Bayes","Group B (tau=4)",4,429,4.08521967909198
"Flexible","Group B (tau=4)",4,429,4.07449049163781
"L0 (L=0.5)","Group B (tau=4)",4,429,4.08357650954428
"Pooled","Group B (tau=4)",4,429,2.65934631454489
"DP Bayes","Group A (tau=2)",2,430,2.05072078928144
"Flexible","Group A (tau=2)",2,430,2.02952029229974
"L0 (L=0.5)","Group A (tau=2)",2,430,2.04560475678954
"Pooled","Group A (tau=2)",2,430,2.62926117809466
"DP Bayes","Group B (tau=4)",4,430,3.98654601924976
"Flexible","Group B (tau=4)",4,430,3.9175404257786
"L0 (L=0.5)","Group B (tau=4)",4,430,3.99112616113991
"Pooled","Group B (tau=4)",4,430,2.62926117809466
"DP Bayes","Group A (tau=2)",2,431,1.95951604809131
"Flexible","Group A (tau=2)",2,431,1.94844594341182
"L0 (L=0.5)","Group A (tau=2)",2,431,1.95901013070473
"Pooled","Group A (tau=2)",2,431,2.57352620025749
"DP Bayes","Group B (tau=4)",4,431,4.00282047884519
"Flexible","Group B (tau=4)",4,431,4.00825770045193
"L0 (L=0.5)","Group B (tau=4)",4,431,4.0073970292139
"Pooled","Group B (tau=4)",4,431,2.57352620025749
"DP Bayes","Group A (tau=2)",2,432,1.94687793735886
"Flexible","Group A (tau=2)",2,432,1.95842756387667
"L0 (L=0.5)","Group A (tau=2)",2,432,1.94743594345903
"Pooled","Group A (tau=2)",2,432,2.55536806357885
"DP Bayes","Group B (tau=4)",4,432,3.96820652033824
"Flexible","Group B (tau=4)",4,432,4.01731233451717
"L0 (L=0.5)","Group B (tau=4)",4,432,3.97387634385843
"Pooled","Group B (tau=4)",4,432,2.55536806357885
"DP Bayes","Group A (tau=2)",2,433,2.01368159556445
"Flexible","Group A (tau=2)",2,433,2.02864854315094
"L0 (L=0.5)","Group A (tau=2)",2,433,2.01768645759725
"Pooled","Group A (tau=2)",2,433,2.58991894946758
"DP Bayes","Group B (tau=4)",4,433,3.9244127128409
"Flexible","Group B (tau=4)",4,433,3.97912885386168
"L0 (L=0.5)","Group B (tau=4)",4,433,3.92512809716502
"Pooled","Group B (tau=4)",4,433,2.58991894946758
"DP Bayes","Group A (tau=2)",2,434,2.01442877723461
"Flexible","Group A (tau=2)",2,434,2.02752403227626
"L0 (L=0.5)","Group A (tau=2)",2,434,2.01602089419257
"Pooled","Group A (tau=2)",2,434,2.61086197095331
"DP Bayes","Group B (tau=4)",4,434,4.00396423776844
"Flexible","Group B (tau=4)",4,434,4.06751247730912
"L0 (L=0.5)","Group B (tau=4)",4,434,3.99882448339503
"Pooled","Group B (tau=4)",4,434,2.61086197095331
"DP Bayes","Group A (tau=2)",2,435,2.03880042921805
"Flexible","Group A (tau=2)",2,435,2.03209335697463
"L0 (L=0.5)","Group A (tau=2)",2,435,2.0345532742987
"Pooled","Group A (tau=2)",2,435,2.6284020366674
"DP Bayes","Group B (tau=4)",4,435,4.01180843036456
"Flexible","Group B (tau=4)",4,435,3.98631785895326
"L0 (L=0.5)","Group B (tau=4)",4,435,4.01404914886107
"Pooled","Group B (tau=4)",4,435,2.6284020366674
"DP Bayes","Group A (tau=2)",2,436,2.02354294350778
"Flexible","Group A (tau=2)",2,436,2.0046396245824
"L0 (L=0.5)","Group A (tau=2)",2,436,2.008455283434
"Pooled","Group A (tau=2)",2,436,2.62307545340166
"DP Bayes","Group B (tau=4)",4,436,4.01736381192494
"Flexible","Group B (tau=4)",4,436,3.96036934103346
"L0 (L=0.5)","Group B (tau=4)",4,436,3.97090345353894
"Pooled","Group B (tau=4)",4,436,2.62307545340166
"DP Bayes","Group A (tau=2)",2,437,2.01246042746532
"Flexible","Group A (tau=2)",2,437,2.02820749253164
"L0 (L=0.5)","Group A (tau=2)",2,437,2.01140021778482
"Pooled","Group A (tau=2)",2,437,2.61485103263525
"DP Bayes","Group B (tau=4)",4,437,4.02313643703883
"Flexible","Group B (tau=4)",4,437,4.03509259947352
"L0 (L=0.5)","Group B (tau=4)",4,437,4.02290293395295
"Pooled","Group B (tau=4)",4,437,2.61485103263525
"DP Bayes","Group A (tau=2)",2,438,1.99521953944255
"Flexible","Group A (tau=2)",2,438,1.98224134051542
"L0 (L=0.5)","Group A (tau=2)",2,438,2.00048566594132
"Pooled","Group A (tau=2)",2,438,2.59816934737055
"DP Bayes","Group B (tau=4)",4,438,3.99325616025322
"Flexible","Group B (tau=4)",4,438,3.95300909546357
"L0 (L=0.5)","Group B (tau=4)",4,438,3.99276460403877
"Pooled","Group B (tau=4)",4,438,2.59816934737055
"DP Bayes","Group A (tau=2)",2,439,2.03972023395964
"Flexible","Group A (tau=2)",2,439,2.03127642667644
"L0 (L=0.5)","Group A (tau=2)",2,439,2.03849184712159
"Pooled","Group A (tau=2)",2,439,2.63589782984926
"DP Bayes","Group B (tau=4)",4,439,4.02931582160642
"Flexible","Group B (tau=4)",4,439,3.99392265210961
"L0 (L=0.5)","Group B (tau=4)",4,439,4.02984512288052
"Pooled","Group B (tau=4)",4,439,2.63589782984926
"DP Bayes","Group A (tau=2)",2,440,2.02694988767484
"Flexible","Group A (tau=2)",2,440,2.02683182808508
"L0 (L=0.5)","Group A (tau=2)",2,440,2.0279547878445
"Pooled","Group A (tau=2)",2,440,2.63732846370257
"DP Bayes","Group B (tau=4)",4,440,4.05992979562713
"Flexible","Group B (tau=4)",4,440,4.04645882505275
"L0 (L=0.5)","Group B (tau=4)",4,440,4.05920037403807
"Pooled","Group B (tau=4)",4,440,2.63732846370257
"DP Bayes","Group A (tau=2)",2,441,1.97153712297088
"Flexible","Group A (tau=2)",2,441,1.99856247959133
"L0 (L=0.5)","Group A (tau=2)",2,441,1.97218360684943
"Pooled","Group A (tau=2)",2,441,2.58312842620365
"DP Bayes","Group B (tau=4)",4,441,4.00813332810486
"Flexible","Group B (tau=4)",4,441,4.06877959398837
"L0 (L=0.5)","Group B (tau=4)",4,441,4.00866633803016
"Pooled","Group B (tau=4)",4,441,2.58312842620365
"DP Bayes","Group A (tau=2)",2,442,2.01307465445084
"Flexible","Group A (tau=2)",2,442,1.98705882274428
"L0 (L=0.5)","Group A (tau=2)",2,442,2.02114152642921
"Pooled","Group A (tau=2)",2,442,2.62130705085048
"DP Bayes","Group B (tau=4)",4,442,4.0050727504855
"Flexible","Group B (tau=4)",4,442,3.94184665165688
"L0 (L=0.5)","Group B (tau=4)",4,442,4.02169327450013
"Pooled","Group B (tau=4)",4,442,2.62130705085048
